Género,Escenario,Personaje,Motivación,Extensión,Cuentos,Pregunta,Opciones,Respuesta,fraseIncompleta,opciones,respuestaCorrecta,ordenarFrases
Misterio,Teatro abandonado,Niña vidente,Desentrañar un viejo guion maldito,Largo,"La vidente Isabela fue llamada al Teatro Royale, donde un guion antiguo había sido vinculado a muertes y accidentes inexplicables. Mientras lo hojeaba, percibió la presencia de un actor que había fallecido durante un ensayo, atrapado en las páginas y repitiendo escenas con desesperación. Siguiendo su don, Isabela recorrió los camerinos, el escenario y los pasadizos secretos, descubriendo anotaciones, tachaduras y líneas cambiadas que habían generado la maldición. Pacientemente, corrigió el guion y recitó las escenas originales con respeto, liberando al espíritu y disipando la energía oscura. Además, documentó la historia para que futuras producciones comprendieran el error que había causado la tragedia. Finalmente, el teatro volvió a ser un lugar seguro, y el guion, aunque antiguo, ya no llevaba la sombra de la maldición. Isabela entendió que su don no solo permitía ver lo oculto, sino también reparar errores del pasado y devolver la paz a lugares y personas atrapadas entre la historia y la superstición.'",¿Qué descubrió Isabela en el Teatro Royale?,Un espíritu atrapado en un guion; Un robo reciente; Una historia de amor,Un espíritu atrapado en un guion,Isabela comprendió que su don servía para ___,sanar; dominar; asustar,sanar,Recorre el teatro y estudia el guion; Corrige las escenas originales; Libera la energía oscura
Misterio,Teatro abandonado,Inspector retirado,Resolver un último caso,Corto,"El inspector retirado Roberto visitó el Teatro del Olvido por última vez. Una carta anónima hablaba de un robo sin resolver años atrás. Siguiendo recuerdos y pistas que solo él podía interpretar, Roberto encontró un compartimento secreto detrás del escenario con documentos que revelaban al culpable. “Nunca es tarde para cerrar un capítulo”, murmuró. Presentó las pruebas al nuevo comisario y, satisfecho, se retiró mientras el teatro recuperaba su silencio habitual.'",¿Qué descubrió Roberto en el Teatro del Olvido?,El compartimento secreto con las pruebas; Al ladrón huyendo; Una carta falsa,El compartimento secreto con las pruebas,El caso sin resolver hablaba de un ___,robo; asesinato; incendio,robo,Lee la carta anónima; Encuentra el compartimento secreto; Entrega las pruebas al comisario
Misterio,Teatro abandonado,Inspector retirado,Resolver un último caso,Mediano,"El inspector retirado Héctor había dejado la policía, pero un último caso lo llamó al Teatro Dorado: un robo de antigüedades sin resolver hacía quince años. Caminando por los pasillos, Héctor usó su experiencia para identificar irregularidades que los demás habían pasado por alto: marcas en las paredes, polvo removido, y un diario escondido. Tras horas de análisis y deducciones, descubrió que un antiguo asistente había escondido las piezas robadas en un pasadizo secreto bajo el escenario. Héctor entregó las pruebas al departamento de policía, cerrando oficialmente el caso. Mientras abandonaba el teatro, pensó: “La justicia a veces llega tarde, pero siempre llega”.'",¿Cómo resolvió Héctor el caso del Teatro Dorado?,Analizando pistas y hallando el escondite; Interrogando a testigos; Esperando una confesión,Analizando pistas y hallando el escondite,Héctor descubrió las piezas robadas bajo el ___,escenario; camerino; público,escenario,Sigue las marcas en el teatro; Encuentra el pasadizo secreto; Entrega las pruebas a la policía
Misterio,Teatro abandonado,Inspector retirado,Resolver un último caso,Largo,"El inspector retirado Antonio fue invitado al Teatro Majestuoso para investigar un caso que lo había perseguido durante años: un robo de valiosas propiedades del teatro que nunca se había resuelto. Armado con su experiencia, recorrió los camerinos, el escenario y los pasadizos olvidados, encontrando pistas que indicaban complicidad de antiguos empleados y visitantes frecuentes. Analizó documentos antiguos, registros de entrada y mapas del teatro, reconstruyendo cómo el ladrón había operado durante años. Descubrió un compartimento secreto bajo la tramoya que contenía todas las piezas robadas. Con paciencia, reunió evidencia suficiente para presentar al departamento de policía, asegurando que la justicia finalmente se hiciera. Al salir, mientras el sol iluminaba el teatro, Antonio reflexionó: “Un último caso puede ser también un último acto de honor”. Había cerrado su carrera con dignidad, dejando el pasado resuelto y el teatro intacto.'",¿Qué logró Antonio al cerrar su último caso?,Resolver el robo del teatro; Encontrar al asesino; Destruir la evidencia,Resolver el robo del teatro,Antonio demostró que la justicia llega con ___,prisa; paciencia; suerte,paciencia,Analiza los documentos antiguos; Encuentra las piezas robadas; Presenta el caso a la policía
Misterio,Teatro abandonado,Inspector retirado,Exponer una red de corrupción,Corto,"El inspector retirado Miguel escuchó rumores de corrupción dentro del personal del Teatro Antiguo. Investigando discretamente, descubrió contratos falsificados y pagos ilegales. “Nunca pensé que volvería a hacer esto”, pensó, mientras reunía pruebas suficientes. Presentó el caso al fiscal, revelando la red corrupta y protegiendo la reputación del teatro. Su experiencia y discreción hicieron justicia sin levantar sospechas.'",¿Qué descubrió Miguel en el Teatro Antiguo?,Una red de corrupción; Una leyenda falsa; Un tesoro escondido,Una red de corrupción,Miguel actuó con discreción para ___ la verdad,ocultar; exponer; ignorar,exponer,Revisa los contratos falsos; Reúne las pruebas; Presenta el caso al fiscal
Misterio,Teatro abandonado,Inspector retirado,Exponer una red de corrupción,Mediano,"El inspector retirado Julián fue llamado al Teatro Imperial tras denuncias de irregularidades financieras. Revisando cuentas, contratos y registros antiguos, descubrió un entramado de sobornos y malversaciones por parte de directivos y proveedores. Durante noches de observación, anotó comportamientos sospechosos y reunió pruebas sólidas: documentos falsificados, transferencias ocultas y testimonios que solo él podía interpretar. Finalmente, presentó el caso a las autoridades competentes, exponiendo la red sin que el teatro sufriera daño mayor. Mientras cerraba su informe, pensó: “Algunos misterios requieren ojos que saben mirar más allá de lo evidente”.'",¿Qué logró Julián en el Teatro Imperial?,Exponer la red corrupta; Atraparla; Unirse a ella,Exponer la red corrupta,El inspector descubrió transferencias ___,ilegales; olvidadas; voluntarias,ilegales,Observa comportamientos sospechosos; Reúne pruebas sólidas; Entrega el caso a las autoridades
Misterio,Teatro abandonado,Inspector retirado,Exponer una red de corrupción,Largo,"El inspector retirado Ricardo fue llamado de nuevo al Teatro Real para investigar irregularidades denunciadas por empleados honestos. Sigilosamente, estudió contratos, movimientos financieros y patrones de comportamiento entre el personal y proveedores. Analizó correos, recibos antiguos y documentos que parecían triviales, descubriendo un entramado de sobornos y apropiaciones indebidas. Durante semanas, observó reuniones clandestinas y anotó cada detalle. Con la evidencia reunida, contactó a fiscales y presentó un caso sólido que desmanteló la red de corrupción sin exponer a inocentes. Su trabajo, meticuloso y paciente, restauró la integridad del teatro y sirvió como lección: “La justicia no siempre es rápida, pero puede ser impecable si se actúa con sabiduría y calma”. Ricardo dejó el teatro satisfecho, sabiendo que su última misión había protegido no solo la institución sino también la memoria del arte que allí se preservaba.'",¿Qué consiguió Ricardo con su investigación en el Teatro Real?,Desmantelar la corrupción; Culpar inocentes; Ignorar las pruebas,Desmantelar la corrupción,Ricardo demostró que la justicia puede ser ___,rápida; perfecta; impredecible,perfecta,Analiza los registros financieros; Observa reuniones secretas; Presenta el caso al fiscal
Misterio,Teatro abandonado,Inspector retirado,Ayudar a un joven detective,Corto,"El inspector retirado Enrique decidió guiar al joven detective Julián en su primer caso importante en el Teatro Escondido. Observando juntos el escenario y los pasillos, Enrique compartió trucos de deducción y atención a los detalles. Gracias a sus consejos, Julián descubrió la evidencia clave y resolvió el robo de un manuscrito antiguo. “Nunca subestimes lo que tus ojos pueden ver”, dijo Enrique, satisfecho de pasar la antorcha.'",¿Qué hizo Enrique para ayudar a Julián en su primer caso?,Lo guió con paciencia; Lo dejó solo; Le ocultó pistas,Lo guió con paciencia,Julián aprendió a ___ los detalles,ignorar; observar; cambiar,observar,Recorren juntos el teatro; Encuentran la evidencia clave; Resuelven el caso del manuscrito
Misterio,Teatro abandonado,Inspector retirado,Ayudar a un joven detective,Mediano,"El inspector retirado Fernando aceptó ayudar a la joven detective Laura en un caso complejo en el Teatro Victoria, donde se había perdido un valioso vestuario histórico. Fernando le enseñó a observar detalles que otros pasaban por alto: marcas en el suelo, objetos fuera de lugar y comportamientos sospechosos. Juntos siguieron pistas, revisaron registros antiguos y confrontaron a empleados del teatro. Gracias a la experiencia del inspector y la intuición de Laura, recuperaron el vestuario y cerraron el caso con éxito. Fernando reflexionó: “El conocimiento se transmite mejor con paciencia y confianza; la juventud solo necesita guía”.'",¿Qué enseñó Fernando a la joven detective Laura?,A observar con atención; A actuar impulsivamente; A esconder pruebas,A observar con atención,Laura recuperó el vestuario gracias a la ___,suerte; experiencia; ayuda,ayuda,Siguen las pistas del robo; Interrogan al personal; Recuperan el vestuario
Misterio,Teatro abandonado,Inspector retirado,Ayudar a un joven detective,Largo,"El inspector retirado Samuel fue llamado para asistir a un joven detective, Lucas, en un caso complejo dentro del Teatro Nacional: la desaparición de documentos teatrales históricos. Samuel combinó su experiencia con la energía y audacia de Lucas, revisando camerinos, pasadizos secretos y registros del teatro. Analizaron movimientos sospechosos, confrontaron al personal y siguieron pistas que habían sido ignoradas durante años. Samuel enseñó a Lucas a observar, deducir y anticipar, mientras ambos reconstruían el caso. Finalmente, lograron recuperar los documentos y exponer al culpable. Samuel se retiró sabiendo que había transmitido más que información: había inculcado la paciencia, el rigor y el respeto por la justicia. Lucas, agradecido, comprendió que incluso un inspector retirado podía ser la clave para aprender a resolver un misterio con sabiduría y prudencia.'",¿Qué logró Samuel junto al joven Lucas?,Recuperar los documentos teatrales; Atraparon a un asesino; Cerraron el teatro,Recuperar los documentos teatrales,Samuel enseñó a Lucas el valor de la ___,venganza; observación; desconfianza,observación,Investigan los pasadizos del teatro; Descubren al culpable; Recuperan los documentos históricos
