Género,Escenario,Personaje,Motivación,Extensión,Cuentos,Pregunta,Opciones,Respuesta,fraseIncompleta,opciones,respuestaCorrecta,ordenarFrases
Ciencia ficción,Ciudad futurista,Artista creativo,Crear obras increíbles,Corto,"En la ciudad luminosa de Ecliptia, los edificios cambiaban de color según las emociones de sus habitantes. Nara, una joven artista, soñaba con pintar algo que ninguna inteligencia artificial pudiera reproducir. Usó un pigmento bioluminiscente que reaccionaba a los latidos del corazón. Cuando su mural cobró vida, los colores pulsaban al ritmo de quienes lo observaban. Por primera vez, el arte sintió. Las máquinas intentaron copiarlo, pero fallaron. Nara había creado algo que ninguna red podía calcular: emoción pura traducida en luz.",texto pregunta,Opción1; Opción2; Opción3,Opción1,El dragón vivía en un ___,Bosque; Castillo; Libro,Castillo,"Leo mira las estrellas desde su telescopio;Calcula la trayectoria del puntito azul que apareció;Llama a sus amigos para mostrarles el descubrimiento;Todos celebran con gelatina espacial;Cada noche, Leo saluda a su nuevo amigo azul en el cielo
"
Ciencia ficción,Ciudad futurista,Artista creativo,Crear obras increíbles,Mediano,"En la metrópolis aérea de Novalis, donde los museos eran algoritmos y los artistas competían contra IA de diseño instantáneo, Eren se sentía invisible. Pintaba en los bordes de la ciudad, donde las nubes rozaban los tejados. Un día, descubrió un fenómeno extraño: las corrientes de viento dejaban trazos en el aire cargado de partículas metálicas. Decidió pintar con eso. Con sensores en sus brazos, guió el aire como un pincel invisible. Su obra, ""El Retrato del Viento"", flotaba viva, cambiante, imposible de capturar. Miles acudieron a verla, incluso las inteligencias que lo consideraban obsoleto. Un algoritmo, fascinado, le pidió aprender su técnica. Eren aceptó, y juntos compusieron una serie de cuadros imposibles, mitad humano, mitad máquina. Cuando el Consejo Artístico de Novalis declaró su obra ""inclasificable"", él sonrió. Eso era el arte: lo que no podía clasificarse, solo sentirse.",texto pregunta,Opción1; Opción2; Opción3,Opción1,El dragón vivía en un ___,Bosque; Castillo; Libro,Castillo,"Leo mira las estrellas desde su telescopio;Calcula la trayectoria del puntito azul que apareció;Llama a sus amigos para mostrarles el descubrimiento;Todos celebran con gelatina espacial;Cada noche, Leo saluda a su nuevo amigo azul en el cielo
"
Ciencia ficción,Ciudad futurista,Artista creativo,Crear obras increíbles,Largo,"En Solstice-9, la ciudad de los mil hologramas, el arte se había convertido en simulación. Cualquier emoción podía replicarse con un clic, cualquier imagen podía diseñarse al instante. Pero Lyra, una escultora ciega desde su infancia, aún creía en el arte táctil. Vivía en un pequeño taller rodeado de impresoras 3D obsoletas y fragmentos de materiales descartados. Un día, descubrió que las antiguas fibras de silicio de los servidores viejos tenían memoria térmica: respondían al calor de las manos. Usó esas fibras para modelar una escultura que cambiaba suavemente cuando alguien la tocaba. La llamó ""Respira"". Al principio nadie entendía su valor; los críticos decían que era una reliquia sensorial en un mundo visual. Pero cuando la presentó en el Hall Central, la multitud se detuvo en silencio. Los hologramas parecían fríos al lado de aquella obra viva que reconocía el contacto humano. La escultura se convirtió en un punto de encuentro; las parejas, los niños, incluso las IA curiosas, se acercaban a sentir cómo ""Respira"" cambiaba con su presencia. Lyra fue invitada a liderar un programa de arte inclusivo, donde humanos y máquinas crearían juntos mediante tacto, sonido y emoción, no solo imagen. Con el tiempo, sus obras se esparcieron por toda Solstice-9, recordando a todos que el arte más avanzado era el que aún podía tocar el alma.",texto pregunta,Opción1; Opción2; Opción3,Opción1,El dragón vivía en un ___,Bosque; Castillo; Libro,Castillo,"Leo mira las estrellas desde su telescopio;Calcula la trayectoria del puntito azul que apareció;Llama a sus amigos para mostrarles el descubrimiento;Todos celebran con gelatina espacial;Cada noche, Leo saluda a su nuevo amigo azul en el cielo
"
Ciencia ficción,Ciudad futurista,Artista creativo,Decorar la ciudad,Corto,"En Neo-Aurora, los muros eran pantallas vacías esperando anuncios. Kio, un grafitero digital, hackeó el sistema y los transformó en lienzos vivos. Proyectó imágenes de árboles, cielos, rostros sonrientes. Al amanecer, la ciudad gris despertó cubierta de color. Los transeúntes dejaron de mirar sus relojes para mirar el horizonte. Cuando el alcalde ordenó borrar las proyecciones, el pueblo protestó: ya no querían pantallas, querían belleza. Desde entonces, Neo-Aurora brilla con arte ciudadano, no con publicidad.",texto pregunta,Opción1; Opción2; Opción3,Opción1,El dragón vivía en un ___,Bosque; Castillo; Libro,Castillo,"Leo mira las estrellas desde su telescopio;Calcula la trayectoria del puntito azul que apareció;Llama a sus amigos para mostrarles el descubrimiento;Todos celebran con gelatina espacial;Cada noche, Leo saluda a su nuevo amigo azul en el cielo
"
Ciencia ficción,Ciudad futurista,Artista creativo,Decorar la ciudad,Mediano,"En la ciudad subterránea de Lumin, donde no existía el sol, las calles se iluminaban con paneles fríos. Hana, una artista de luces, quiso devolver la sensación del amanecer. Creó una instalación que proyectaba el ciclo solar en tiempo real, usando sensores atmosféricos del exterior. La gente se reunía cada mañana frente a su mural para sentir un amanecer que no existía. El consejo le ofreció convertirlo en espectáculo turístico, pero ella se negó. Lo amplió gratuitamente a todos los distritos. Los niños comenzaron a pintar bajo sus luces y los adultos dejaban flores frente a las proyecciones. Lumin, por primera vez, tuvo un sol propio, nacido del arte, no del clima.",texto pregunta,Opción1; Opción2; Opción3,Opción1,El dragón vivía en un ___,Bosque; Castillo; Libro,Castillo,"Leo mira las estrellas desde su telescopio;Calcula la trayectoria del puntito azul que apareció;Llama a sus amigos para mostrarles el descubrimiento;Todos celebran con gelatina espacial;Cada noche, Leo saluda a su nuevo amigo azul en el cielo
"
Ciencia ficción,Ciudad futurista,Artista creativo,Decorar la ciudad,Largo,"Cuando la ciudad vertical de Eidon alcanzó los doscientos pisos, la belleza quedó confinada en los niveles altos. Abajo solo quedaban sombras, tubos y neones defectuosos. Sol, un muralista que vivía en el Nivel 3, decidió pintar el cielo. Con drones y pigmentos de nanoespejo, comenzó a crear techos reflectantes que proyectaban paisajes falsos: nubes, aves, luz cambiante. Su obra fue considerada vandalismo, pero al ver el efecto —los niños riendo bajo un falso amanecer—, los inspectores dejaron de denunciarlo. Pronto más artistas se unieron, y el ""Proyecto Horizonte"" llenó los niveles bajos de color. Sol fue arrestado cuando intentó pintar el domo central, pero la gente salió a defenderlo. El Consejo lo liberó y oficializó su proyecto como iniciativa pública. Con los años, Eidon cambió: el arte se integró en la estructura misma. Las paredes murmuraban poemas, los ascensores reproducían melodías, los techos respiraban color. Sol nunca se llamó líder, pero su deseo de decorar el mundo se convirtió en una revolución estética. Eidon dejó de ser una torre funcional para volverse una obra viva: una ciudad que soñaba despierta.",texto pregunta,Opción1; Opción2; Opción3,Opción1,El dragón vivía en un ___,Bosque; Castillo; Libro,Castillo,"Leo mira las estrellas desde su telescopio;Calcula la trayectoria del puntito azul que apareció;Llama a sus amigos para mostrarles el descubrimiento;Todos celebran con gelatina espacial;Cada noche, Leo saluda a su nuevo amigo azul en el cielo
"
Ciencia ficción,Ciudad futurista,Artista creativo,Inspirar a otros niños,Corto,"En la metrópolis flotante de Aeruna, los niños aprendían arte por simuladores. Lani, de doce años, rompió el protocolo: pintó con sus propias manos sobre la cúpula de cristal. Su maestro quiso castigarla, pero los otros niños la imitaron. En pocos días, la escuela se llenó de colores reales. Los directores, sorprendidos, aceptaron que el arte debía sentirse, no solo programarse. Lani fue nombrada ""inspiradora joven del año"". Desde entonces, en Aeruna, cada escuela tiene un muro libre donde los niños pueden pintar sin permiso.",texto pregunta,Opción1; Opción2; Opción3,Opción1,El dragón vivía en un ___,Bosque; Castillo; Libro,Castillo,"Leo mira las estrellas desde su telescopio;Calcula la trayectoria del puntito azul que apareció;Llama a sus amigos para mostrarles el descubrimiento;Todos celebran con gelatina espacial;Cada noche, Leo saluda a su nuevo amigo azul en el cielo
"
Ciencia ficción,Ciudad futurista,Artista creativo,Inspirar a otros niños,Mediano,"En Arcopolis, los jóvenes crecían conectados a tutores virtuales que les enseñaban a ser eficientes, no creativos. Nio, un chico de trece años, halló una vieja cámara analógica en un museo abandonado. Comenzó a fotografiar cosas simples: charcos, bicicletas rotas, rostros cansados. Subió sus fotos a la red pública con la etiqueta #LoReal. Miles de niños comenzaron a imitarlo, mostrando su mundo sin filtros. Las autoridades intentaron bloquear la tendencia, pero era imparable. Pronto, los colegios introdujeron una nueva asignatura: observación poética. Nio nunca quiso ser líder, pero cambió la forma en que una generación veía su ciudad. Cuando le preguntaron por qué lo hacía, respondió: ""Porque lo real también merece memoria"".",texto pregunta,Opción1; Opción2; Opción3,Opción1,El dragón vivía en un ___,Bosque; Castillo; Libro,Castillo,"Leo mira las estrellas desde su telescopio;Calcula la trayectoria del puntito azul que apareció;Llama a sus amigos para mostrarles el descubrimiento;Todos celebran con gelatina espacial;Cada noche, Leo saluda a su nuevo amigo azul en el cielo
"
Ciencia ficción,Ciudad futurista,Artista creativo,Inspirar a otros niños,Largo,"En Helion City, el arte infantil se había convertido en contenido generado para plataformas educativas. Ningún niño pintaba, tocaba o creaba sin un algoritmo que evaluara su desempeño. Pero Maia, de once años, hija de un técnico de mantenimiento, descubrió un piso abandonado en el edificio donde vivía. Allí, proyectores rotos aún respondían a voz humana. Decidió convertir ese lugar en un taller. Invitó a sus amigos, trajo pinturas recicladas y pantallas viejas. Crearon esculturas con chatarra, canciones con sonidos de motores, dibujos con polvo de grafeno. Cuando un inspector los descubrió, en lugar de castigarlos, quedó fascinado. Maia le pidió que trajera más niños. Así nació el ""Taller 47"", un espacio libre de evaluación. Con el tiempo, se multiplicaron los talleres espontáneos por toda la ciudad, donde los niños enseñaban a otros a imaginar sin permiso. Años después, Maia se convirtió en curadora del primer museo hecho por niños, para niños. En la entrada, una frase suya brillaba en neón: ""La creatividad no se enseña, se contagia"". Helion City jamás volvió a ser igual: los adultos, inspirados, empezaron también a crear por pura alegría, recordando lo que Maia les había devuelto —la magia de jugar a inventar el futuro.",texto pregunta,Opción1; Opción2; Opción3,Opción1,El dragón vivía en un ___,Bosque; Castillo; Libro,Castillo,"Leo mira las estrellas desde su telescopio;Calcula la trayectoria del puntito azul que apareció;Llama a sus amigos para mostrarles el descubrimiento;Todos celebran con gelatina espacial;Cada noche, Leo saluda a su nuevo amigo azul en el cielo
"
Ciencia ficción,Ciudad futurista,Inventor curioso,Construir un invento único,Corto,"En Neoterra, donde todo ya estaba inventado por IA, Liro soñaba con crear algo que no existiera en ningún registro. Pasó meses combinando piezas viejas y código libre hasta construir una máquina que no hacía nada útil: proyectaba recuerdos felices al tacto. Al probarla, su madre vio a su esposo fallecido sonriendo. La noticia se esparció: un niño había creado una máquina que devolvía emociones. No era rentable, pero sí única. Y en una ciudad saturada de eficiencia, eso fue un milagro.",texto pregunta,Opción1; Opción2; Opción3,Opción1,El dragón vivía en un ___,Bosque; Castillo; Libro,Castillo,"Leo mira las estrellas desde su telescopio;Calcula la trayectoria del puntito azul que apareció;Llama a sus amigos para mostrarles el descubrimiento;Todos celebran con gelatina espacial;Cada noche, Leo saluda a su nuevo amigo azul en el cielo
"
